Tarama Tarihi,Fon Kodu,Fon Adı,Son Fiyat
2025-07-24,VCY,AK PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,
2025-07-24,VFK,ZİRAAT PORTFÖY İKİNCİ KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,
2025-07-24,VMV,VEGA PORTFÖY MAVİ SERBEST FON,
2025-07-24,VNK,VEGA PORTFÖY ANKA SERBEST FON,
2025-07-24,YAC,YAPI KREDİ PORTFÖY İKİNCİ FON SEPETİ FONU,
2025-07-24,YAK,YAPI KREDİ PORTFÖY KARMA FON,
2025-07-24,YAN,YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU,
2025-07-24,YAS,YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),
2025-07-24,YAY,YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU,
2025-07-24,YBE,YAPI KREDİ PORTFÖY EUROBOND (DOLAR) BORÇLANMA ARAÇLARI FONU,
2025-07-24,YBH,YAPI KREDİ PORTFÖY 5-15 YIL VADELİ SERBEST (DÖVİZ) FON,
2025-07-24,YBR,İŞ PORTFÖY YİRMİBİRİNCİ SERBEST (DÖVİZ) FON,
2025-07-24,YBS,YAPI KREDİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,
2025-07-24,YCK,YAPI KREDİ PORTFÖY CİHANGİR SERBEST FON,
2025-07-24,YCP,YAPI KREDİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,YCY,İSTANBUL PORTFÖY KATILIM FON SEPETİ FONU,
2025-07-24,YDI,YAPI KREDİ PORTFÖY MODEL PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,YDP,YAPI KREDİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,
2025-07-24,YEF,YAPI KREDİ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,YFV,YAPI KREDİ PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,
2025-07-24,YGM,YAPI KREDİ PORTFÖY EMTİA SERBEST FON,
2025-07-24,YHB,YAPI KREDİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,YHI,YAPI KREDİ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,YHK,YAPI KREDİ PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,YHS,YAPI KREDİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,YHZ,YAPI KREDİ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),
2025-07-24,YIK,YAPI KREDİ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,
2025-07-24,YIT,GARANTİ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON,
2025-07-24,YJH,YAPI KREDİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FONU,
2025-07-24,YJK,YAPI KREDİ PORTFÖY ROBOTİK VE YARI İLETKEN TEKNOLOJİLERİ FON SEPETİ FONU,
2025-07-24,YJY,YAPI KREDİ PORTFÖY YENİKÖY SERBEST (DÖVİZ) FON,
2025-07-24,YKS,YAPI KREDİ PORTFÖY İSTANBUL SERBEST FON,
2025-07-24,YKT,YAPI KREDİ PORTFÖY ALTIN FONU,
2025-07-24,YLC,ATA PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,
2025-07-24,YLE,YAPI KREDİ PORTFÖY BIST SÜRDÜRÜLEBİLİRLİK ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,YLO,YAPI KREDİ PORTFÖY ELEKTRİKLİ ARAÇLAR DEĞİŞKEN FON,
2025-07-24,YLY,YAPI KREDİ PORTFÖY KİLYOS KAR PAYI ÖDEYEN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,YMD,YAPI KREDİ PORTFÖY MASLAK SERBEST (DÖVİZ- ABD DOLARI) FON,
2025-07-24,YMH,YAPI KREDİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,YNK,YAPI KREDİ PORTFÖY NİŞANTAŞI KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,
2025-07-24,YOT,YAPI KREDİ PORTFÖY BORÇLANMA ARAÇLARI FONU,
2025-07-24,YP4,YAPI KREDİ PORTFÖY FERİKÖY SERBEST (DÖVİZ) FON,
2025-07-24,YPC,YAPI KREDİ PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON,
2025-07-24,YPK,YAPI KREDİ PORTFÖY GALATA SERBEST FON,
2025-07-24,YPL,YAPI KREDİ PORTFÖY BALAT SERBEST (DÖVİZ) FON,
2025-07-24,YPR,AZİMUT PORTFÖY YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,YPV,YAPI KREDİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,
2025-07-24,YSL,YAPI KREDİ PORTFÖY KAR PAYI ÖDEYEN KİRA SERTİFİKALARI KATILIM SERBEST (DÖVİZ) FON,
2025-07-24,YSO,YAPI KREDİ PORTFÖY SAĞLIK SEKTÖRÜ SERBEST FON,
2025-07-24,YSU,YAPI KREDİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,
2025-07-24,YTD,YAPI KREDİ PORTFÖY YABANCI FON SEPETİ FONU,
2025-07-24,YTV,YAPI KREDİ PORTFÖY TARIM DEĞİŞKEN FON,
2025-07-24,YTY,YAPI KREDİ PORTFÖY TARABYA SERBEST (DÖVİZ-AVRO) FON,
2025-07-24,YUB,YAPI KREDİ PORTFÖY KARAKÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,YUN,YAPI KREDİ PORTFÖY İSTİNYE SERBEST (DÖVİZ) FON,
2025-07-24,YVB,YAPI KREDİ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,
2025-07-24,YVG,YAPI KREDİ PORTFÖY SARIYER SERBEST (DÖVİZ-AVRO) FON,
2025-07-24,YZC,YAPI KREDİ PORTFÖY FİNTECH VE BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON,
2025-07-24,YZG,YAPI KREDİ PORTFÖY GÜMÜŞ FON SEPETİ FONU,
2025-07-24,YZH,TEB PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),
2025-07-24,YZK,YAPI KREDİ PORTFÖY KALAMIŞ SERBEST FON,
2025-07-24,ZBD,ZİRAAT PORTFÖY DENGELİ DEĞİŞKEN FON,
2025-07-24,ZBI,ZİRAAT PORTFÖY ÇOKLU VARLIK BİRİNCİ KATILIM FONU,
2025-07-24,ZBJ,ZİRAAT PORTFÖY BAŞAK PARA PİYASASI (TL) FONU,
2025-07-24,ZBO,ZİRAAT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),
2025-07-24,ZCD,ZİRAAT PORTFÖY ALTINCI SERBEST (TL) FON,
2025-07-24,ZCK,ZİRAAT PORTFÖY ÇOKLU VARLIK İKİNCİ KATILIM FONU,
2025-07-24,ZCN,ZİRAAT PORTFÖY EMTİA FON SEPETİ FONU,
2025-07-24,ZDD,ZİRAAT PORTFÖY TEMKİNLİ DEĞİŞKEN FON,
2025-07-24,ZDZ,ZİRAAT PORTFÖY AGRESİF DEĞİŞKEN FON,
2025-07-24,ZFB,AK PORTFÖY FİNTEK VE BLOKZİNCİRİ TEKNOLOJİLERİ DEĞİŞKEN FON,
2025-07-24,ZHH,ZİRAAT PORTFÖY HALKBANK SÜRDÜRÜLEBİLİRLİK 30 ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,ZJB,ZİRAAT PORTFÖY BİRİNCİ SERBEST (TL) FON,
2025-07-24,ZJI,ZİRAAT PORTFÖY İKİNCİ SERBEST (TL) FON,
2025-07-24,ZJL,ZİRAAT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,ZJV,ZİRAAT PORTFÖY BIST 30 DIŞI YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,ZLH,ZİRAAT PORTFÖY BIST 100-30 ŞİRKETLERİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),
2025-07-24,ZMT,AZİMUT PORTFÖY 22.0 SERBEST (DÖVİZ-AVRO) FON,
2025-07-24,ZMY,ZİRAAT PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,
2025-07-24,ZP6,ZİRAAT PORTFÖY SEDEF KATILIM SERBEST (DÖVİZ - AMERİKAN DOLARI) FON,
2025-07-24,ZP8,ZİRAAT PORTFÖY KEHRİBAR PARA PİYASASI KATILIM SERBEST (TL) FON,
2025-07-24,ZP9,ZİRAAT PORTFÖY AKİK KATILIM SERBEST (DÖVİZ-AVRO) FON,
2025-07-24,ZPA,ZİRAAT PORTFÖY SERBEST (DÖVİZ) FON,
2025-07-24,ZPC,ZİRAAT PORTFÖY FON SEPETİ FONU,
2025-07-24,ZPE,ZİRAAT PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),
2025-07-24,ZPF,ZİRAAT PORTFÖY KATILIM FONU (DÖVİZ),
2025-07-24,ZPG,ZİRAAT PORTFÖY KİRA SERTİFİKALARI (SUKUK) KATILIM FONU,
2025-07-24,ZPR,ZİRAAT PORTFÖY PARA PİYASASI SERBEST FON,
2025-07-24,ZSF,ZİRAAT PORTFÖY S&P/OIC COMCEC (İSEDAK) 50 SHARİAH ŞİRKETLERİ YABANCI HİSSE SENEDİ FONU,
2025-07-24,ZSG,ZİRAAT PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,
2025-07-24,ZVO,ZİRAAT PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,
